,text,tag,paragraph,article,num_words,num_sentences
1699,"Once a therapist is trained and passes their exam, they don’t see members quite yet; therapists must first successfully complete mock sessions with our clinical leadership team. Prospective NOCD Therapists also have an opportunity to receive additional training in different sub-specializations at this step. For instance, some therapists gain additional expertise in Habit Reversal Training (HRT) to treat those with comorbid Body-Focused Repetitive Behaviors (BFRBs), while others receive training in Prolonged Exposure Therapy to serve members who have trauma that sometimes prevents them from doing ERP treatment effectively for their OCD. ",p,Comprehensive Training And Clinical Supervision,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,91,4
1700,"Only the licensed therapists that undergo the weeks of preparation, pass their exam, and complete their mock sessions successfully are able to finally begin seeing NOCD members. However, their upfront training only reflects a small percentage of our commitment to helping them continuously learn. ",p,Comprehensive Training And Clinical Supervision,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,44,3
1701,"Continuous Supervision: Licensed therapists in our network are able to receive continuous supervision from our clinical leadership team as well as our community of NOCD Therapists. There is nowhere else in the world that has, in aggregate, hundreds of prior years worth of expertise in treating OCD. Specifically, therapists will have a chance to attend weekly group office hours, watch live guest lecturers from top OCD experts, view hundreds of hours of videos in the NOCD lending library, and even meet one-on-one with NOCD’s clinical managers upon request. ",p,Comprehensive Training And Clinical Supervision,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,88,4
1702,"NOCD’s clinical managers will also support each NOCD Therapist based on their clinical performance. The data science running in our electronic medical record (EMR) assists our clinical managers in spotlighting when and where specifically they can support our NOCD Therapists. When an opportunity for support is identified, a NOCD clinical manager will reach out proactively to be helpful. ",p,Comprehensive Training And Clinical Supervision,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,58,4
1703,Continuous Professional Development and Learning,h2,Continuous Professional Development and Learning,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,5,1
1704,"At NOCD, we have implemented the infrastructure to encourage our therapists to develop professionally. When NOCD Therapists feel that their work is an ideal professional experience, it translates into great clinical outcomes and a feeling of satisfaction. The only way to develop professionally at NOCD is to truly love the clinical work, even if at times it feels challenging. We grow from being challenged, and we develop strong relationships with colleagues who support developmental initiatives. ",p,Continuous Professional Development and Learning,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,75,5
1705,Below are a few of the ways we encourage NOCD Therapists to develop professionally:,p,Continuous Professional Development and Learning,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,14,1
1706,"Balanced Schedules: Every full-time NOCD Therapist is required to meet a minimum range of 25-28 clinical hours each week. This ensures that therapists have time in their workweek to do necessary tasks that take place outside of the sessions, to plan, and to have time for breaks. To work 25-28 clinical hours, therapists would typically need to schedule between about 30-32 hours of member sessions per week, due to some members ending up needing to reschedule, e.g., during the week. To put that into perspective, most hospitals require a minimum of 35-40 clinical hours per week, or three 12-hour shifts, so our minimum is less than a hospital, but still enough time to see the amount of NOCD members needed to keep growing professionally. ERP requires more from therapists than most other types of therapy, so enough time for breaks is important. True work-life balance is having enough time dedicated to perfecting our craft, but still enough time for other very important areas of life.",p,Continuous Professional Development and Learning,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,165,9
1707,"Incentive Program: If therapists go above and beyond to help more NOCD members, noted by achieving both excellent clinical outcomes and also doing more than 25 clinical hours in a week, then we offer additional bonus incentives. The additional work isn’t required, but our hope is to thank our therapists who consistently go above and beyond for people in the OCD community.",p,Continuous Professional Development and Learning,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,62,3
1708,"Continuous Education: To support our therapists in perfecting their craft, we spend time investing in continuous education. For example, we’re approved to offer masters- and doctorate-level providers continuous education credits at no cost. These courses happen monthly. We also fund trips to select conferences for our therapists. ",p,Continuous Professional Development and Learning,/blog/the-nocd-way-offering-an-elite-treatment-experience-starts-with-over-investing-in-our-therapists,47,5
